player_id,web_name,team,position,price,selected_by,event,opponent,home,difficulty,xp,start_prob,goals_pts,assists_pts,cs_pts,defcon_pts,bonus_pts,moved_club,override,minutes_reason
177,Kesler-Hayden,COV,DEF,4.0,0.0,3,MCI,A,5,0.0,0.0,0.374,0.18,0.397,0.522,0.252,,,unavailable (status 'i'): Hamstring injury - Unknown return date
177,Kesler-Hayden,COV,DEF,4.0,0.0,4,BHA,H,2,0.0,0.0,0.374,0.18,1.626,0.522,0.252,,,unavailable (status 'i'): Hamstring injury - Unknown return date
177,Kesler-Hayden,COV,DEF,4.0,0.0,5,NFO,A,3,0.0,0.0,0.374,0.18,1.011,0.522,0.252,,,unavailable (status 'i'): Hamstring injury - Unknown return date
177,Kesler-Hayden,COV,DEF,4.0,0.0,6,NEW,H,2,0.0,0.0,0.374,0.18,1.626,0.522,0.252,,,unavailable (status 'i'): Hamstring injury - Unknown return date
177,Kesler-Hayden,COV,DEF,4.0,0.0,7,TOT,A,3,0.0,0.0,0.374,0.18,1.011,0.522,0.252,,,unavailable (status 'i'): Hamstring injury - Unknown return date
178,Bidwell,COV,DEF,4.0,0.1,3,MCI,A,5,0.577,0.175,0.374,0.18,0.397,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
178,Bidwell,COV,DEF,4.0,0.1,4,BHA,H,2,0.768,0.175,0.374,0.18,1.626,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
178,Bidwell,COV,DEF,4.0,0.1,5,NFO,A,3,0.673,0.175,0.374,0.18,1.011,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
178,Bidwell,COV,DEF,4.0,0.1,6,NEW,H,2,0.768,0.175,0.374,0.18,1.626,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
178,Bidwell,COV,DEF,4.0,0.1,7,TOT,A,3,0.673,0.175,0.374,0.18,1.011,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
179,Latibeaudiere,COV,DEF,4.0,0.0,3,MCI,A,5,0.577,0.175,0.374,0.18,0.397,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
179,Latibeaudiere,COV,DEF,4.0,0.0,4,BHA,H,2,0.768,0.175,0.374,0.18,1.626,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
179,Latibeaudiere,COV,DEF,4.0,0.0,5,NFO,A,3,0.673,0.175,0.374,0.18,1.011,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
179,Latibeaudiere,COV,DEF,4.0,0.0,6,NEW,H,2,0.768,0.175,0.374,0.18,1.626,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
179,Latibeaudiere,COV,DEF,4.0,0.0,7,TOT,A,3,0.673,0.175,0.374,0.18,1.011,0.522,0.252,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
180,Woolfenden,COV,DEF,4.0,0.1,3,MCI,A,5,0.0,0.0,0.374,0.18,0.397,0.522,0.252,,,unavailable (status 'i'): Knee injury - Unknown return date
180,Woolfenden,COV,DEF,4.0,0.1,4,BHA,H,2,0.0,0.0,0.374,0.18,1.626,0.522,0.252,,,unavailable (status 'i'): Knee injury - Unknown return date
180,Woolfenden,COV,DEF,4.0,0.1,5,NFO,A,3,0.0,0.0,0.374,0.18,1.011,0.522,0.252,,,unavailable (status 'i'): Knee injury - Unknown return date
180,Woolfenden,COV,DEF,4.0,0.1,6,NEW,H,2,0.0,0.0,0.374,0.18,1.626,0.522,0.252,,,unavailable (status 'i'): Knee injury - Unknown return date
180,Woolfenden,COV,DEF,4.0,0.1,7,TOT,A,3,0.0,0.0,0.374,0.18,1.011,0.522,0.252,,,unavailable (status 'i'): Knee injury - Unknown return date
181,Brau,COV,DEF,4.0,0.0,3,MCI,A,5,0.0,0.0,0.374,0.18,0.397,0.522,0.252,,,unavailable (status 'u'): Has joined Academico de Viseu on loan for the rest of the season
181,Brau,COV,DEF,4.0,0.0,4,BHA,H,2,0.0,0.0,0.374,0.18,1.626,0.522,0.252,,,unavailable (status 'u'): Has joined Academico de Viseu on loan for the rest of the season
181,Brau,COV,DEF,4.0,0.0,5,NFO,A,3,0.0,0.0,0.374,0.18,1.011,0.522,0.252,,,unavailable (status 'u'): Has joined Academico de Viseu on loan for the rest of the season
181,Brau,COV,DEF,4.0,0.0,6,NEW,H,2,0.0,0.0,0.374,0.18,1.626,0.522,0.252,,,unavailable (status 'u'): Has joined Academico de Viseu on loan for the rest of the season
181,Brau,COV,DEF,4.0,0.0,7,TOT,A,3,0.0,0.0,0.374,0.18,1.011,0.522,0.252,,,unavailable (status 'u'): Has joined Academico de Viseu on loan for the rest of the season
182,Amenda,COV,DEF,4.0,0.8,3,MCI,A,5,2.227,0.675,0.374,0.18,0.397,0.522,0.252,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
182,Amenda,COV,DEF,4.0,0.8,4,BHA,H,2,2.962,0.675,0.374,0.18,1.626,0.522,0.252,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
182,Amenda,COV,DEF,4.0,0.8,5,NFO,A,3,2.594,0.675,0.374,0.18,1.011,0.522,0.252,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
182,Amenda,COV,DEF,4.0,0.8,6,NEW,H,2,2.962,0.675,0.374,0.18,1.626,0.522,0.252,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
182,Amenda,COV,DEF,4.0,0.8,7,TOT,A,3,2.594,0.675,0.374,0.18,1.011,0.522,0.252,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
183,Rudoni,COV,MID,5.0,0.1,3,MCI,A,5,2.106,0.525,0.786,0.401,0.099,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price); 100% chance of playing"
183,Rudoni,COV,MID,5.0,0.1,4,BHA,H,2,2.271,0.525,0.786,0.401,0.407,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price); 100% chance of playing"
183,Rudoni,COV,MID,5.0,0.1,5,NFO,A,3,2.189,0.525,0.786,0.401,0.253,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price); 100% chance of playing"
183,Rudoni,COV,MID,5.0,0.1,6,NEW,H,2,2.271,0.525,0.786,0.401,0.407,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price); 100% chance of playing"
183,Rudoni,COV,MID,5.0,0.1,7,TOT,A,3,2.189,0.525,0.786,0.401,0.253,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price); 100% chance of playing"
184,Grimes,COV,MID,5.0,0.2,3,MCI,A,5,3.109,0.775,0.786,0.401,0.099,0.294,0.344,,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
184,Grimes,COV,MID,5.0,0.2,4,BHA,H,2,3.353,0.775,0.786,0.401,0.407,0.294,0.344,,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
184,Grimes,COV,MID,5.0,0.2,5,NFO,A,3,3.231,0.775,0.786,0.401,0.253,0.294,0.344,,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
184,Grimes,COV,MID,5.0,0.2,6,NEW,H,2,3.353,0.775,0.786,0.401,0.407,0.294,0.344,,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
184,Grimes,COV,MID,5.0,0.2,7,TOT,A,3,3.231,0.775,0.786,0.401,0.253,0.294,0.344,,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
185,Sakamoto,COV,MID,4.9,0.1,3,MCI,A,5,0.702,0.175,0.786,0.401,0.099,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
185,Sakamoto,COV,MID,4.9,0.1,4,BHA,H,2,0.757,0.175,0.786,0.401,0.407,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
185,Sakamoto,COV,MID,4.9,0.1,5,NFO,A,3,0.73,0.175,0.786,0.401,0.253,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
185,Sakamoto,COV,MID,4.9,0.1,6,NEW,H,2,0.757,0.175,0.786,0.401,0.407,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
185,Sakamoto,COV,MID,4.9,0.1,7,TOT,A,3,0.73,0.175,0.786,0.401,0.253,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
186,Mason-Clark,COV,MID,5.4,0.1,3,MCI,A,5,2.106,0.525,0.786,0.401,0.099,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price); 100% chance of playing"
186,Mason-Clark,COV,MID,5.4,0.1,4,BHA,H,2,2.271,0.525,0.786,0.401,0.407,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price); 100% chance of playing"
186,Mason-Clark,COV,MID,5.4,0.1,5,NFO,A,3,2.189,0.525,0.786,0.401,0.253,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price); 100% chance of playing"
186,Mason-Clark,COV,MID,5.4,0.1,6,NEW,H,2,2.271,0.525,0.786,0.401,0.407,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price); 100% chance of playing"
186,Mason-Clark,COV,MID,5.4,0.1,7,TOT,A,3,2.189,0.525,0.786,0.401,0.253,0.294,0.344,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price); 100% chance of playing"
187,Eccles,COV,MID,4.9,0.0,3,MCI,A,5,0.702,0.175,0.786,0.401,0.099,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
187,Eccles,COV,MID,4.9,0.0,4,BHA,H,2,0.757,0.175,0.786,0.401,0.407,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
187,Eccles,COV,MID,4.9,0.0,5,NFO,A,3,0.73,0.175,0.786,0.401,0.253,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
187,Eccles,COV,MID,4.9,0.0,6,NEW,H,2,0.757,0.175,0.786,0.401,0.407,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
187,Eccles,COV,MID,4.9,0.0,7,TOT,A,3,0.73,0.175,0.786,0.401,0.253,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.9m price)"
188,Torp,COV,MID,5.4,0.1,3,MCI,A,5,1.103,0.275,0.786,0.401,0.099,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price)"
188,Torp,COV,MID,5.4,0.1,4,BHA,H,2,1.19,0.275,0.786,0.401,0.407,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price)"
188,Torp,COV,MID,5.4,0.1,5,NFO,A,3,1.147,0.275,0.786,0.401,0.253,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price)"
188,Torp,COV,MID,5.4,0.1,6,NEW,H,2,1.19,0.275,0.786,0.401,0.407,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price)"
188,Torp,COV,MID,5.4,0.1,7,TOT,A,3,1.147,0.275,0.786,0.401,0.253,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.4m price)"
189,Shepherd,COV,MID,4.5,0.3,3,MCI,A,5,0.702,0.175,0.786,0.401,0.099,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.5m price)"
189,Shepherd,COV,MID,4.5,0.3,4,BHA,H,2,0.757,0.175,0.786,0.401,0.407,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.5m price)"
189,Shepherd,COV,MID,4.5,0.3,5,NFO,A,3,0.73,0.175,0.786,0.401,0.253,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.5m price)"
189,Shepherd,COV,MID,4.5,0.3,6,NEW,H,2,0.757,0.175,0.786,0.401,0.407,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.5m price)"
189,Shepherd,COV,MID,4.5,0.3,7,TOT,A,3,0.73,0.175,0.786,0.401,0.253,0.294,0.344,,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.5m price)"
190,Tchaouna,COV,MID,5.5,0.1,3,MCI,A,5,2.433,0.742,0.601,0.286,0.099,0.067,0.152,yes,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 38% across the season)"
190,Tchaouna,COV,MID,5.5,0.1,4,BHA,H,2,2.667,0.742,0.601,0.286,0.407,0.067,0.152,yes,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 38% across the season)"
190,Tchaouna,COV,MID,5.5,0.1,5,NFO,A,3,2.55,0.742,0.601,0.286,0.253,0.067,0.152,yes,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 38% across the season)"
190,Tchaouna,COV,MID,5.5,0.1,6,NEW,H,2,2.667,0.742,0.601,0.286,0.407,0.067,0.152,yes,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 38% across the season)"
190,Tchaouna,COV,MID,5.5,0.1,7,TOT,A,3,2.55,0.742,0.601,0.286,0.253,0.067,0.152,yes,,"2/2 starts this season, blended with last year's evidence (56% of last 10 GWs started, 38% across the season)"
191,Borges Rodrigues,COV,MID,4.5,0.1,3,MCI,A,5,0.0,0.0,0.786,0.401,0.099,0.294,0.344,,,unavailable (status 'u'): Has joined Burton Albion on loan for the rest of the season
191,Borges Rodrigues,COV,MID,4.5,0.1,4,BHA,H,2,0.0,0.0,0.786,0.401,0.407,0.294,0.344,,,unavailable (status 'u'): Has joined Burton Albion on loan for the rest of the season
191,Borges Rodrigues,COV,MID,4.5,0.1,5,NFO,A,3,0.0,0.0,0.786,0.401,0.253,0.294,0.344,,,unavailable (status 'u'): Has joined Burton Albion on loan for the rest of the season
191,Borges Rodrigues,COV,MID,4.5,0.1,6,NEW,H,2,0.0,0.0,0.786,0.401,0.407,0.294,0.344,,,unavailable (status 'u'): Has joined Burton Albion on loan for the rest of the season
191,Borges Rodrigues,COV,MID,4.5,0.1,7,TOT,A,3,0.0,0.0,0.786,0.401,0.253,0.294,0.344,,,unavailable (status 'u'): Has joined Burton Albion on loan for the rest of the season
192,Andrews,COV,MID,4.5,0.4,3,MCI,A,5,0.0,0.0,0.786,0.401,0.099,0.294,0.344,,,unavailable (status 'u'): Has joined Oxford United on loan for the rest of the season
192,Andrews,COV,MID,4.5,0.4,4,BHA,H,2,0.0,0.0,0.786,0.401,0.407,0.294,0.344,,,unavailable (status 'u'): Has joined Oxford United on loan for the rest of the season
192,Andrews,COV,MID,4.5,0.4,5,NFO,A,3,0.0,0.0,0.786,0.401,0.253,0.294,0.344,,,unavailable (status 'u'): Has joined Oxford United on loan for the rest of the season
192,Andrews,COV,MID,4.5,0.4,6,NEW,H,2,0.0,0.0,0.786,0.401,0.407,0.294,0.344,,,unavailable (status 'u'): Has joined Oxford United on loan for the rest of the season
192,Andrews,COV,MID,4.5,0.4,7,TOT,A,3,0.0,0.0,0.786,0.401,0.253,0.294,0.344,,,unavailable (status 'u'): Has joined Oxford United on loan for the rest of the season
193,Wright,COV,FWD,5.4,0.1,3,MCI,A,5,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'i'): Thigh injury - Unknown return date
193,Wright,COV,FWD,5.4,0.1,4,BHA,H,2,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'i'): Thigh injury - Unknown return date
193,Wright,COV,FWD,5.4,0.1,5,NFO,A,3,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'i'): Thigh injury - Unknown return date
193,Wright,COV,FWD,5.4,0.1,6,NEW,H,2,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'i'): Thigh injury - Unknown return date
193,Wright,COV,FWD,5.4,0.1,7,TOT,A,3,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'i'): Thigh injury - Unknown return date
194,Thomas-Asante,COV,FWD,5.0,0.8,3,MCI,A,5,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
194,Thomas-Asante,COV,FWD,5.0,0.8,4,BHA,H,2,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
194,Thomas-Asante,COV,FWD,5.0,0.8,5,NFO,A,3,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
194,Thomas-Asante,COV,FWD,5.0,0.8,6,NEW,H,2,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
194,Thomas-Asante,COV,FWD,5.0,0.8,7,TOT,A,3,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
195,Simms,COV,FWD,5.0,0.9,3,MCI,A,5,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
195,Simms,COV,FWD,5.0,0.9,4,BHA,H,2,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
195,Simms,COV,FWD,5.0,0.9,5,NFO,A,3,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
195,Simms,COV,FWD,5.0,0.9,6,NEW,H,2,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
195,Simms,COV,FWD,5.0,0.9,7,TOT,A,3,2.528,0.525,1.807,0.17,0.0,0.004,0.647,,,"1/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
196,Markelo,COV,FWD,5.0,0.0,3,MCI,A,5,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined Shabab Al-Ahli Dubai permanently
196,Markelo,COV,FWD,5.0,0.0,4,BHA,H,2,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined Shabab Al-Ahli Dubai permanently
196,Markelo,COV,FWD,5.0,0.0,5,NFO,A,3,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined Shabab Al-Ahli Dubai permanently
196,Markelo,COV,FWD,5.0,0.0,6,NEW,H,2,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined Shabab Al-Ahli Dubai permanently
196,Markelo,COV,FWD,5.0,0.0,7,TOT,A,3,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined Shabab Al-Ahli Dubai permanently
197,Bassette,COV,FWD,4.5,0.0,3,MCI,A,5,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined KVC Westerlo on loan for the rest of the season
197,Bassette,COV,FWD,4.5,0.0,4,BHA,H,2,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined KVC Westerlo on loan for the rest of the season
197,Bassette,COV,FWD,4.5,0.0,5,NFO,A,3,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined KVC Westerlo on loan for the rest of the season
197,Bassette,COV,FWD,4.5,0.0,6,NEW,H,2,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined KVC Westerlo on loan for the rest of the season
197,Bassette,COV,FWD,4.5,0.0,7,TOT,A,3,0.0,0.0,1.807,0.17,0.0,0.004,0.647,,,unavailable (status 'u'): Has joined KVC Westerlo on loan for the rest of the season
492,Awoniyi,COV,FWD,5.5,0.7,3,MCI,A,5,1.714,0.326,2.116,0.256,0.0,0.005,0.681,yes,,"1/2 starts this season, blended with last year's evidence (20% of last 10 GWs started, 8% across the season)"
492,Awoniyi,COV,FWD,5.5,0.7,4,BHA,H,2,1.714,0.326,2.116,0.256,0.0,0.005,0.681,yes,,"1/2 starts this season, blended with last year's evidence (20% of last 10 GWs started, 8% across the season)"
492,Awoniyi,COV,FWD,5.5,0.7,5,NFO,A,3,1.714,0.326,2.116,0.256,0.0,0.005,0.681,yes,,"1/2 starts this season, blended with last year's evidence (20% of last 10 GWs started, 8% across the season)"
492,Awoniyi,COV,FWD,5.5,0.7,6,NEW,H,2,1.714,0.326,2.116,0.256,0.0,0.005,0.681,yes,,"1/2 starts this season, blended with last year's evidence (20% of last 10 GWs started, 8% across the season)"
492,Awoniyi,COV,FWD,5.5,0.7,7,TOT,A,3,1.714,0.326,2.116,0.256,0.0,0.005,0.681,yes,,"1/2 starts this season, blended with last year's evidence (20% of last 10 GWs started, 8% across the season)"
575,Yirenkyi,COV,MID,5.0,0.2,3,MCI,A,5,3.109,0.775,0.786,0.401,0.099,0.294,0.344,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
575,Yirenkyi,COV,MID,5.0,0.2,4,BHA,H,2,3.353,0.775,0.786,0.401,0.407,0.294,0.344,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
575,Yirenkyi,COV,MID,5.0,0.2,5,NFO,A,3,3.231,0.775,0.786,0.401,0.253,0.294,0.344,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
575,Yirenkyi,COV,MID,5.0,0.2,6,NEW,H,2,3.353,0.775,0.786,0.401,0.407,0.294,0.344,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
575,Yirenkyi,COV,MID,5.0,0.2,7,TOT,A,3,3.231,0.775,0.786,0.401,0.253,0.294,0.344,yes,,"2/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
584,Hamer,COV,MID,5.5,0.1,3,MCI,A,5,1.103,0.275,0.786,0.401,0.099,0.294,0.344,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.5m price)"
584,Hamer,COV,MID,5.5,0.1,4,BHA,H,2,1.19,0.275,0.786,0.401,0.407,0.294,0.344,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.5m price)"
584,Hamer,COV,MID,5.5,0.1,5,NFO,A,3,1.147,0.275,0.786,0.401,0.253,0.294,0.344,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.5m price)"
584,Hamer,COV,MID,5.5,0.1,6,NEW,H,2,1.19,0.275,0.786,0.401,0.407,0.294,0.344,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.5m price)"
584,Hamer,COV,MID,5.5,0.1,7,TOT,A,3,1.147,0.275,0.786,0.401,0.253,0.294,0.344,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.5m price)"
599,Cherif,COV,FWD,5.0,0.1,3,MCI,A,5,1.324,0.275,1.807,0.17,0.0,0.004,0.647,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
599,Cherif,COV,FWD,5.0,0.1,4,BHA,H,2,1.324,0.275,1.807,0.17,0.0,0.004,0.647,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
599,Cherif,COV,FWD,5.0,0.1,5,NFO,A,3,1.324,0.275,1.807,0.17,0.0,0.004,0.647,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
599,Cherif,COV,FWD,5.0,0.1,6,NEW,H,2,1.324,0.275,1.807,0.17,0.0,0.004,0.647,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
599,Cherif,COV,FWD,5.0,0.1,7,TOT,A,3,1.324,0.275,1.807,0.17,0.0,0.004,0.647,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £5.0m price)"
623,Bentley,COV,GKP,4.0,0.2,3,MCI,A,5,0.496,0.175,0.003,0.006,0.397,0.0,0.224,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
623,Bentley,COV,GKP,4.0,0.2,4,BHA,H,2,0.728,0.175,0.003,0.006,1.626,0.0,0.224,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
623,Bentley,COV,GKP,4.0,0.2,5,NFO,A,3,0.612,0.175,0.003,0.006,1.011,0.0,0.224,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
623,Bentley,COV,GKP,4.0,0.2,6,NEW,H,2,0.728,0.175,0.003,0.006,1.626,0.0,0.224,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
623,Bentley,COV,GKP,4.0,0.2,7,TOT,A,3,0.612,0.175,0.003,0.006,1.011,0.0,0.224,yes,,"0/2 starts this season, blended with last year's evidence (no Premier League record; inferred from £4.0m price)"
42,Guessand,CRY,MID,5.5,0.0,3,FUL,A,3,0.45,0.115,0.779,0.33,0.253,0.276,0.18,yes,,"0/2 starts this season, blended with last year's evidence (22% of last 10 GWs started, 24% across the season)"
42,Guessand,CRY,MID,5.5,0.0,4,IPS,H,2,0.468,0.115,0.779,0.33,0.407,0.276,0.18,yes,,"0/2 starts this season, blended with last year's evidence (22% of last 10 GWs started, 24% across the season)"
42,Guessand,CRY,MID,5.5,0.0,5,LEE,A,3,0.45,0.115,0.779,0.33,0.253,0.276,0.18,yes,,"0/2 starts this season, blended with last year's evidence (22% of last 10 GWs started, 24% across the season)"
42,Guessand,CRY,MID,5.5,0.0,6,NFO,H,3,0.459,0.115,0.779,0.33,0.325,0.276,0.18,yes,,"0/2 starts this season, blended with last year's evidence (22% of last 10 GWs started, 24% across the season)"
42,Guessand,CRY,MID,5.5,0.0,7,BHA,A,3,0.45,0.115,0.779,0.33,0.253,0.276,0.18,yes,,"0/2 starts this season, blended with last year's evidence (22% of last 10 GWs started, 24% across the season)"
153,Disasi,CRY,DEF,4.5,0.1,3,FUL,A,3,1.776,0.5,0.429,0.083,1.011,0.335,0.152,yes,,"0/2 starts this season, blended with last year's evidence (100% of last 10 GWs started, 100% across the season)"
153,Disasi,CRY,DEF,4.5,0.1,4,IPS,H,2,2.049,0.5,0.429,0.083,1.626,0.335,0.152,yes,,"0/2 starts this season, blended with last year's evidence (100% of last 10 GWs started, 100% across the season)"
